date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:42	19929/19929	---M-Z	200	added ('OK')	text/html	etag:%221e8446-4dd9-5ce78998b9041-gzip%22	http://demo.seleniumeasy.com/basic-select-dropdown-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/basic-select-dropdown-demo.html	(from http://demo.seleniumeasy.com/)
15:22:45	28659/28659	---M-Z	200	added ('OK')	text/html	etag:%221e83d3-6ff3-5ce872d3fcf8c-gzip%22	http://demo.seleniumeasy.com/input-form-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/input-form-demo.html	(from http://demo.seleniumeasy.com/)
15:22:46	20451/20451	---M-Z	200	added ('OK')	text/html	etag:%221e8440-4fe3-5ce870c899422-gzip%22	http://demo.seleniumeasy.com/ajax-form-submit-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/ajax-form-submit-demo.html	(from http://demo.seleniumeasy.com/)
15:22:46	22792/22792	---M-Z	200	added ('OK')	text/html	etag:%221e85e2-5908-5ce78a534d568-gzip%22	http://demo.seleniumeasy.com/jquery-dropdown-search-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jquery-dropdown-search-demo.html	(from http://demo.seleniumeasy.com/)
15:22:47	18700/18700	---M-Z	200	added ('OK')	text/html	etag:%221e853b-490c-5ce789ae22ff0-gzip%22	http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-date-picker-demo.html	(from http://demo.seleniumeasy.com/)
15:22:48	18591/18591	---M-Z	200	added ('OK')	text/html	etag:%221e85d2-489f-5ce78a3f69fc7-gzip%22	http://demo.seleniumeasy.com/jquery-date-picker-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jquery-date-picker-demo.html	(from http://demo.seleniumeasy.com/)
15:22:49	21679/21679	---M-Z	200	added ('OK')	text/html	etag:%221e85c8-54af-5ce78a76a63e3-gzip%22	http://demo.seleniumeasy.com/table-pagination-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/table-pagination-demo.html	(from http://demo.seleniumeasy.com/)
15:22:50	20940/20940	---M-Z	200	added ('OK')	text/html	etag:%221e85de-51cc-5ce78a8e11a7c-gzip%22	http://demo.seleniumeasy.com/table-search-filter-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/table-search-filter-demo.html	(from http://demo.seleniumeasy.com/)
15:22:51	24172/24172	---M-Z	200	added ('OK')	text/html	etag:%221e85cb-5e6c-5ce78a819e5f5-gzip%22	http://demo.seleniumeasy.com/table-records-filter-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/table-records-filter-demo.html	(from http://demo.seleniumeasy.com/)
15:22:51	28362/28362	---M-Z	200	added ('OK')	text/html	etag:%221e85df-6eca-5ce78a9996a7b-gzip%22	http://demo.seleniumeasy.com/table-sort-search-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/table-sort-search-demo.html	(from http://demo.seleniumeasy.com/)
15:22:52	26637/26637	---M-Z	200	added ('OK')	text/html	etag:%221e85bf-680d-5ce78a6c94d41-gzip%22	http://demo.seleniumeasy.com/table-data-download-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/table-data-download-demo.html	(from http://demo.seleniumeasy.com/)
15:22:53	17518/17518	---M-Z	200	added ('OK')	text/html	etag:%221e85e1-446e-5ce78a49433f7-gzip%22	http://demo.seleniumeasy.com/jquery-download-progress-bar-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jquery-download-progress-bar-demo.html	(from http://demo.seleniumeasy.com/)
15:22:53	17944/17944	---M-Z	200	added ('OK')	text/html	etag:%221e8546-4618-5ce789b8b418e-gzip%22	http://demo.seleniumeasy.com/bootstrap-download-progress-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-download-progress-demo.html	(from http://demo.seleniumeasy.com/)
15:22:54	18890/18890	---M-Z	200	added ('OK')	text/html	etag:%221e85ca-49ca-5ce78a03feacd-gzip%22	http://demo.seleniumeasy.com/drag-drop-range-sliders-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/drag-drop-range-sliders-demo.html	(from http://demo.seleniumeasy.com/)
15:22:55	20327/20327	---M-Z	200	added ('OK')	text/html	etag:%221e8467-4f67-5ce789a25fbd7-gzip%22	http://demo.seleniumeasy.com/bootstrap-alert-messages-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-alert-messages-demo.html	(from http://demo.seleniumeasy.com/)
15:22:55	23147/23147	---M-Z	200	added ('OK')	text/html	etag:%221e855c-5a6b-5ce789cd2c9ec-gzip%22	http://demo.seleniumeasy.com/bootstrap-modal-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-modal-demo.html	(from http://demo.seleniumeasy.com/)
15:22:57	18967/18967	---M-Z	200	added ('OK')	text/html	etag:%221e85d0-4a17-5ce78aa3b2915-gzip%22	http://demo.seleniumeasy.com/window-popup-modal-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/window-popup-modal-demo.html	(from http://demo.seleniumeasy.com/)
15:22:58	18313/18313	---M-Z	200	added ('OK')	text/html	etag:%221e85a1-4789-5ce789d813a8e-gzip%22	http://demo.seleniumeasy.com/bootstrap-progress-bar-dialog-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-progress-bar-dialog-demo.html	(from http://demo.seleniumeasy.com/)
15:22:59	20214/20214	---M-Z	200	added ('OK')	text/html	etag:%221e85d1-4ef6-5ce78a343be6b-gzip%22	http://demo.seleniumeasy.com/javascript-alert-box-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/javascript-alert-box-demo.html	(from http://demo.seleniumeasy.com/)
15:22:59	18473/18473	---M-Z	200	added ('OK')	text/html	etag:%221e85ce-4829-5ce78a1c5fb1e-gzip%22	http://demo.seleniumeasy.com/generate-file-to-download-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/generate-file-to-download-demo.html	(from http://demo.seleniumeasy.com/)
15:23:01	19396/19396	---M-Z	200	added ('OK')	text/html	etag:%221e8547-4bc4-5ce789c18ef65-gzip%22	http://demo.seleniumeasy.com/bootstrap-dual-list-box-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/bootstrap-dual-list-box-demo.html	(from http://demo.seleniumeasy.com/)
15:23:01	19962/19962	---M-Z	200	added ('OK')	text/html	etag:%221e85cd-4dfa-5ce78a5fb17bf-gzip%22	http://demo.seleniumeasy.com/jquery-dual-list-box-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jquery-dual-list-box-demo.html	(from http://demo.seleniumeasy.com/)
15:23:02	20621/20621	---M-Z	200	added ('OK')	text/html	etag:%221e85c4-508d-5ce789ed14e71-gzip%22	http://demo.seleniumeasy.com/data-list-filter-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/data-list-filter-demo.html	(from http://demo.seleniumeasy.com/)
15:23:02	18410/18410	---M-Z	200	added ('OK')	text/html	etag:%221e85c7-47ea-5ce789f9c6afa-gzip%22	http://demo.seleniumeasy.com/drag-and-drop-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/drag-and-drop-demo.html	(from http://demo.seleniumeasy.com/)
15:23:03	18195/18195	---M-Z	200	added ('OK')	text/html	etag:%221e85cc-4713-5ce78a10886b5-gzip%22	http://demo.seleniumeasy.com/dynamic-data-loading-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/dynamic-data-loading-demo.html	(from http://demo.seleniumeasy.com/)
15:23:04	19937/19937	---M-Z	200	added ('OK')	text/html	etag:%221e83e7-4de1-5ce789e1ef5cd-gzip%22	http://demo.seleniumeasy.com/charts-mouse-hover-demo.html	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/charts-mouse-hover-demo.html	(from http://demo.seleniumeasy.com/)
15:23:05	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:04%20GMT	http://demo.seleniumeasy.com/selenium-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/selenium-tutorials	(from http://demo.seleniumeasy.com/)
15:23:05	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:04%20GMT	http://demo.seleniumeasy.com/testng-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/testng-tutorials.29.delayed	(from http://demo.seleniumeasy.com/)
15:23:06	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:05%20GMT	http://demo.seleniumeasy.com/junit-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/junit-tutorials.2a.delayed	(from http://demo.seleniumeasy.com/)
15:23:07	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:06%20GMT	http://demo.seleniumeasy.com/jxl-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jxl-tutorials.2b.delayed	(from http://demo.seleniumeasy.com/)
15:23:07	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:07%20GMT	http://demo.seleniumeasy.com/apachepoi-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/apachepoi-tutorials.2c.delayed	(from http://demo.seleniumeasy.com/)
15:23:08	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:07%20GMT	http://demo.seleniumeasy.com/ant-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/ant-tutorials.2d.delayed	(from http://demo.seleniumeasy.com/)
15:23:09	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:08%20GMT	http://demo.seleniumeasy.com/maven-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/maven-tutorials.2e.delayed	(from http://demo.seleniumeasy.com/)
15:23:10	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:09%20GMT	http://demo.seleniumeasy.com/selenium-tutorials/launching-firefox-browser-with-geckodriver-selenium-3	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/selenium-tutorials/launching-firefox-browser-with-geckodriver-selenium-3.2f.delayed	(from http://demo.seleniumeasy.com/)
15:23:11	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:10%20GMT	http://demo.seleniumeasy.com/selenium-tutorials/page-factory-pattern-in-selenium-webdriver	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/selenium-tutorials/page-factory-pattern-in-selenium-webdriver.30.delayed	(from http://demo.seleniumeasy.com/)
15:23:12	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:11%20GMT	http://demo.seleniumeasy.com/jenkins-tutorials/invoke-testng-xml-tests-from-jenkins	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/jenkins-tutorials/invoke-testng-xml-tests-from-jenkins.31.delayed	(from http://demo.seleniumeasy.com/)
15:23:13	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:12%20GMT	http://demo.seleniumeasy.com/testng-tutorials/testng-customize-emailable-html-report-example	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/testng-tutorials/testng-customize-emailable-html-report-example.32.delayed	(from http://demo.seleniumeasy.com/)
15:23:13	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:13%20GMT	http://demo.seleniumeasy.com/maven-tutorials/how-to-execute-selenium-webdriver-testng-xml-using-maven	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/maven-tutorials/how-to-execute-selenium-webdriver-testng-xml-using-maven.33.delayed	(from http://demo.seleniumeasy.com/)
15:23:14	675/675	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2024%20Oct%202021%2012:23:14%20GMT	http://demo.seleniumeasy.com/selenium-webdriver-tutorials	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/selenium-webdriver-tutorials.34.delayed	(from http://demo.seleniumeasy.com/)
15:23:15	95785/95785	---M-Z	200	added ('OK')	application/javascript	etag:%221e8600-17629-5cde96e280b5b-gzip%22	http://demo.seleniumeasy.com/js/jquery.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/jquery.js	(from http://demo.seleniumeasy.com/)
15:23:17	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%221e8618-90b5-5cde96e283e23-gzip%22	http://demo.seleniumeasy.com/js/bootstrap.min.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/bootstrap.min.js	(from http://demo.seleniumeasy.com/)
15:23:18	1774/1774	---M-Z	200	added ('OK')	application/javascript	etag:%221e8607-6ee-5cde96e281713-gzip%22	http://demo.seleniumeasy.com/js/treemenu.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/treemenu.js	(from http://demo.seleniumeasy.com/)
15:23:18	1179/1179	---M-Z	200	added ('OK')	application/javascript	etag:%221e8608-49b-5cde96e281713-gzip%22	http://demo.seleniumeasy.com/js/slider-cars.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/slider-cars.js	(from http://demo.seleniumeasy.com/)
15:23:18	773/773	---M-Z	200	added ('OK')	application/javascript	etag:%221e85fc-305-5cde96e27fbbb-gzip%22	http://demo.seleniumeasy.com/js/home-bar.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/home-bar.js	(from http://demo.seleniumeasy.com/)
15:23:20	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e85e8-4e9f-5cde96e277303%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.eot	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.eot	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:23	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%221e85ec-466c-5cde96e279a13%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.woff2	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.woff2	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:25	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e85e8-4e9f-5cde96e277303%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.eot?	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:25	23424/23424	---M--	200	added ('OK')	font/woff	etag:%221e85ed-5b80-5cde96e279a13%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.woff	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.woff	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:29	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%221e85ea-b15c-5cde96e277ad3%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.ttf	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.ttf	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:29	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221e85eb-1a8c2-5cde96e277ebb%22	http://demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.svg	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/fonts/glyphicons-halflings-regular.svg	(from http://demo.seleniumeasy.com/css/bootstrap.min.css)
15:23:31	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Oct%202021%2012:23:28%20GMT	http://www.seleniumeasy.com/themes/open_framework/images/li_arrow.gif	D:/Git/Sites/SeleniumEasy/www.seleniumeasy.com/themes/open_framework/images/li_arrow.40.delayed	(from http://demo.seleniumeasy.com/css/custom.css)
15:23:31	49932/49932	---MC-	200	added ('OK')	text/javascript	date:Tue,%2019%20Oct%202021%2016:47:48%20GMT	https://www.google-analytics.com/analytics.js	D:/Git/Sites/SeleniumEasy/www.google-analytics.com/analytics.js	(from http://demo.seleniumeasy.com/)
15:23:31	49/49	---M--	200	added ('OK')	image/gif	etag:%222003b1-31-5321c2d1e8040%22	https://www.seleniumeasy.com/themes/open_framework/images/li_arrow.gif	D:/Git/Sites/SeleniumEasy/www.seleniumeasy.com/themes/open_framework/images/li_arrow.gif	(from http://demo.seleniumeasy.com/css/custom.css)
15:23:45	138001/138001	---M--	200	added ('OK')	image/jpeg	etag:%221e85d6-21b11-5cde96e26657a%22	http://demo.seleniumeasy.com/img/1.jpg	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/img/1.jpg	(from http://demo.seleniumeasy.com/css/slider-cars.css)
15:23:47	747/747	---M-Z	200	added ('OK')	application/javascript	etag:%221e85fe-2eb-5cde96e280b5b-gzip%22	http://demo.seleniumeasy.com/js/basic-checkbox.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/basic-checkbox.js	(from http://demo.seleniumeasy.com/basic-checkbox-demo.html)
15:23:48	4088/4088	---M-Z	200	added ('OK')	application/javascript	etag:%221e85f9-ff8-5cde96e27d893-gzip%22	http://demo.seleniumeasy.com/js/inputform.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/inputform.js	(from http://demo.seleniumeasy.com/input-form-demo.html)
15:23:55	130334/130334	---M--	200	added ('OK')	image/jpeg	etag:%221e85d4-1fd1e-5cde96e263a82%22	http://demo.seleniumeasy.com/img/2.jpg	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/img/2.jpg	(from http://demo.seleniumeasy.com/css/slider-cars.css)
15:23:56	673/673	---M--	200	added ('OK')	image/gif	etag:%221e85c6-2a1-5cde96e25446a%22	http://demo.seleniumeasy.com/LoaderIcon.gif	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/LoaderIcon.gif	(from http://demo.seleniumeasy.com/ajax-form-submit-demo.html)
15:23:56	116960/116960	---M--	200	added ('OK')	image/jpeg	etag:%221e85da-1c8e0-5cde96e26bb6b%22	http://demo.seleniumeasy.com/img/3.jpg	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/img/3.jpg	(from http://demo.seleniumeasy.com/css/slider-cars.css)
15:23:56	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%221e85a4-b78-5cde96e1d5cf5-gzip%22	http://demo.seleniumeasy.com/css/table-filter.css	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/css/table-filter.css	(from http://demo.seleniumeasy.com/jquery-dropdown-search-demo.html)
15:23:58	35973/35973	---M-Z	200	added ('OK')	text/css	etag:W/%2257d97c08-8c85%22	http://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	D:/Git/Sites/SeleniumEasy/code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css	(from http://demo.seleniumeasy.com/jquery-dropdown-search-demo.html)
15:23:58	110933/110933	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-1b155%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.bootstrapvalidator/0.5.3/js/bootstrapValidator.min.js	D:/Git/Sites/SeleniumEasy/cdnjs.cloudflare.com/ajax/libs/jquery.bootstrapvalidator/0.5.3/js/bootstrapValidator.min.js	(from http://demo.seleniumeasy.com/input-form-demo.html)
15:24:00	15090/15090	---M-Z	200	added ('OK')	text/css	etag:%225eb03fcb-3af2%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.1/css/select2.min.css	D:/Git/Sites/SeleniumEasy/cdnjs.cloudflare.com/ajax/libs/select2/4.0.1/css/select2.min.css	(from http://demo.seleniumeasy.com/jquery-dropdown-search-demo.html)
15:24:03	15759/15759	---M-Z	200	added ('OK')	text/css	etag:%221e85b7-3d8f-5cde96e1e5ade-gzip%22	http://demo.seleniumeasy.com/css/bootstrap-datepicker.min.css	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/css/bootstrap-datepicker.min.css	(from http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html)
15:24:05	21154/21154	---M-Z	200	added ('OK')	text/css	etag:%221e85ba-52a2-5cde96e1ec456-gzip%22	http://demo.seleniumeasy.com/css/bootstrap-datepicker3.min.css	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/css/bootstrap-datepicker3.min.css	(from http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html)
15:24:06	31344/31344	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css	D:/Git/Sites/SeleniumEasy/ajax.googleapis.com/ajax/libs/jqueryui/1.8/themes/base/jquery-ui.css	(from http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html)
15:24:09	34172/34172	---M-Z	200	added ('OK')	application/javascript	etag:%221e85f7-857c-5cde96e27d0c3-gzip%22	http://demo.seleniumeasy.com/js/bootstrap-datepicker.min.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/bootstrap-datepicker.min.js	(from http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html)
15:24:09	64885/64885	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fcb-fd75%22	https://cdnjs.cloudflare.com/ajax/libs/select2/4.0.1/js/select2.min.js	D:/Git/Sites/SeleniumEasy/cdnjs.cloudflare.com/ajax/libs/select2/4.0.1/js/select2.min.js	(from http://demo.seleniumeasy.com/jquery-dropdown-search-demo.html)
15:24:09	444/444	---M-Z	200	added ('OK')	application/javascript	etag:%221e8613-1bc-5cde96e282a9b-gzip%22	http://demo.seleniumeasy.com/js/bootstrap-date-example.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/bootstrap-date-example.js	(from http://demo.seleniumeasy.com/bootstrap-date-picker-demo.html)
15:24:12	2935/2935	---M-Z	200	added ('OK')	application/javascript	etag:%221e860f-b77-5cde96e281ee3-gzip%22	http://demo.seleniumeasy.com/js/table-pagination.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/table-pagination.js	(from http://demo.seleniumeasy.com/table-pagination-demo.html)
15:24:15	3884/3884	---M-Z	200	added ('OK')	application/javascript	etag:%221e85fa-f2c-5cde96e27dc7b-gzip%22	http://demo.seleniumeasy.com/js/tabletasksfilter.js	D:/Git/Sites/SeleniumEasy/demo.seleniumeasy.com/js/tabletasksfilter.js	(from http://demo.seleniumeasy.com/table-search-filter-demo.html)
